t_us,voltage_v,current_a,current_ref_a
5650000,4.177,0.380,nan
5652000,4.177,0.380,nan
5654000,4.177,0.380,nan
5656000,4.177,0.380,nan
5658000,4.177,0.380,nan
5660000,4.177,0.380,nan
5662000,4.177,0.380,nan
5664000,4.177,0.380,nan
5666000,4.177,0.380,nan
5668000,4.177,0.380,nan
5670000,4.177,0.380,nan
5672000,4.177,0.380,nan
5674000,4.177,0.380,nan
5676000,4.177,0.380,nan
5678000,4.177,0.380,nan
5680000,4.177,0.380,nan
5682000,4.177,0.380,nan
5684000,4.177,0.380,nan
5686000,4.177,0.380,nan
5688000,4.177,0.380,nan
5690000,4.177,0.380,nan
5692000,4.177,0.380,nan
5694000,4.177,0.380,nan
5696000,4.177,0.380,nan
5698000,4.177,0.380,nan
5700000,4.177,0.380,nan
5702000,4.177,0.380,nan
5704000,4.177,0.380,nan
5706000,4.177,0.380,nan
5708000,4.177,0.380,nan
5710000,4.177,0.380,nan
5712000,4.177,0.380,nan
5714000,4.177,0.380,nan
5716000,4.177,0.380,nan
5718000,4.177,0.380,nan
5720000,4.177,0.380,nan
5722000,4.177,0.380,nan
5724000,4.177,0.380,nan
5726000,4.177,0.380,nan
5728000,4.177,0.380,nan
5730000,4.177,0.380,nan
5732000,4.177,0.380,nan
5734000,4.177,0.380,nan
5736000,4.177,0.380,nan
5738000,4.177,0.380,nan
5740000,4.177,0.380,nan
5742000,4.177,0.380,nan
5744000,4.177,0.380,nan
5746000,4.177,0.380,nan
5748000,4.177,0.380,nan
5750000,4.177,0.380,nan
5752000,4.177,0.380,nan
5754000,4.177,0.380,nan
5756000,4.177,0.380,nan
5758000,4.177,0.380,nan
5760000,4.177,0.380,nan
5762000,4.177,0.380,nan
5764000,4.177,0.380,nan
5766000,4.177,0.380,nan
5768000,4.177,0.380,nan
5770000,4.177,0.380,nan
5772000,4.177,0.380,nan
5774000,4.177,0.380,nan
5776000,4.177,0.380,nan
5778000,4.177,0.380,nan
5780000,4.177,0.380,nan
5782000,4.177,0.380,nan
5784000,4.177,0.380,nan
5786000,4.177,0.380,nan
5788000,4.177,0.380,nan
5790000,4.177,0.380,nan
5792000,4.177,0.380,nan
5794000,4.177,0.380,nan
5796000,4.177,0.380,nan
5798000,4.177,0.380,nan
5800000,4.177,0.380,nan
5802000,4.177,0.380,nan
5804000,4.177,0.380,nan
5806000,4.177,0.380,nan
5808000,4.177,0.380,nan
5810000,4.177,0.380,nan
5812000,4.177,0.380,nan
5814000,4.177,0.380,nan
5816000,4.177,0.380,nan
5818000,4.177,0.380,nan
5820000,4.177,0.380,nan
5822000,4.177,0.380,nan
5824000,4.177,0.380,nan
5826000,4.177,0.380,nan
5828000,4.177,0.380,nan
5830000,4.177,0.380,nan
5832000,4.177,0.380,nan
5834000,4.177,0.380,nan
5836000,4.177,0.380,nan
5838000,4.177,0.380,nan
5840000,4.177,0.380,nan
5842000,4.177,0.380,nan
5844000,4.177,0.380,nan
5846000,4.177,0.380,nan
5848000,4.177,0.380,nan
5850000,4.177,0.380,nan
5852000,4.177,0.380,nan
5854000,4.177,0.380,nan
5856000,4.177,0.380,nan
5858000,4.177,0.380,nan
5860000,4.177,0.380,nan
5862000,4.177,0.380,nan
5864000,4.177,0.380,nan
5866000,4.177,0.380,nan
5868000,4.177,0.380,nan
5870000,4.177,0.380,nan
5872000,4.177,0.380,nan
5874000,4.177,0.380,nan
5876000,4.177,0.380,nan
5878000,4.177,0.380,nan
5880000,4.177,0.380,nan
5882000,4.177,0.380,nan
5884000,4.177,0.380,nan
5886000,4.177,0.380,nan
5888000,4.177,0.380,nan
5890000,4.177,0.380,nan
5892000,4.177,0.380,nan
5894000,4.177,0.380,nan
5896000,4.177,0.380,nan
5898000,4.177,0.380,nan
5900000,4.177,0.380,nan
5902000,4.177,0.380,nan
5904000,4.177,0.380,nan
5906000,4.177,0.380,nan
5908000,4.177,0.380,nan
5910000,4.177,0.380,nan
5912000,4.177,0.380,nan
5914000,4.177,0.380,nan
5916000,4.177,0.380,nan
5918000,4.177,0.380,nan
5920000,4.177,0.380,nan
5922000,4.177,0.380,nan
5924000,4.177,0.380,nan
5926000,4.177,0.380,nan
5928000,4.177,0.380,nan
5930000,4.177,0.380,nan
5932000,4.177,0.380,nan
5934000,4.177,0.380,nan
5936000,4.177,0.380,nan
5938000,4.177,0.380,nan
5940000,4.177,0.380,nan
5942000,4.177,0.380,nan
5944000,4.177,0.380,nan
5946000,4.177,0.380,nan
5948000,4.177,0.380,nan
5950000,4.177,0.380,nan
5952000,4.177,0.380,nan
5954000,4.177,0.380,nan
5956000,4.177,0.380,nan
5958000,4.177,0.380,nan
5960000,4.177,0.380,nan
5962000,4.177,0.380,nan
5964000,4.177,0.380,nan
5966000,4.177,0.380,nan
5968000,4.177,0.380,nan
5970000,4.177,0.380,nan
5972000,4.177,0.380,nan
5974000,4.177,0.380,nan
5976000,4.177,0.380,nan
5978000,4.177,0.380,nan
5980000,4.177,0.380,nan
5982000,4.177,0.380,nan
5984000,4.177,0.380,nan
5986000,4.177,0.380,nan
5988000,4.177,0.380,nan
5990000,4.177,0.380,nan
5992000,4.177,0.380,nan
5994000,4.177,0.380,nan
5996000,4.177,0.380,nan
5998000,4.177,0.380,nan
6000000,4.177,0.380,nan
6002000,4.176,0.401,nan
6004000,4.175,0.423,nan
6006000,4.173,0.444,nan
6008000,4.172,0.465,nan
6010000,4.171,0.487,nan
6012000,4.170,0.508,nan
6014000,4.168,0.529,nan
6016000,4.167,0.551,nan
6018000,4.166,0.572,nan
6020000,4.164,0.593,nan
6022000,4.163,0.615,nan
6024000,4.162,0.636,nan
6026000,4.161,0.657,nan
6028000,4.159,0.679,nan
6030000,4.158,0.700,nan
6032000,4.157,0.721,nan
6034000,4.155,0.743,nan
6036000,4.154,0.764,nan
6038000,4.153,0.785,nan
6040000,4.152,0.807,nan
6042000,4.150,0.828,nan
6044000,4.149,0.849,nan
6046000,4.148,0.871,nan
6048000,4.146,0.892,nan
6050000,4.145,0.913,nan
6052000,4.144,0.935,nan
6054000,4.143,0.956,nan
6056000,4.141,0.977,nan
6058000,4.140,0.999,nan
6060000,4.139,1.020,nan
6062000,4.138,1.041,nan
6064000,4.136,1.063,nan
6066000,4.135,1.084,nan
6068000,4.134,1.105,nan
6070000,4.132,1.127,nan
6072000,4.131,1.148,nan
6074000,4.130,1.169,nan
6076000,4.129,1.191,nan
6078000,4.127,1.212,nan
6080000,4.126,1.233,nan
6082000,4.125,1.255,nan
6084000,4.123,1.276,nan
6086000,4.122,1.297,nan
6088000,4.121,1.319,nan
6090000,4.120,1.340,nan
6092000,4.118,1.361,nan
6094000,4.117,1.383,nan
6096000,4.116,1.404,nan
6098000,4.114,1.425,nan
6100000,4.113,1.447,nan
6102000,4.112,1.468,nan
6104000,4.111,1.489,nan
6106000,4.109,1.511,nan
6108000,4.108,1.532,nan
6110000,4.107,1.553,nan
6112000,4.106,1.575,nan
6114000,4.104,1.596,nan
6116000,4.103,1.617,nan
6118000,4.102,1.639,nan
6120000,4.100,1.660,nan
6122000,4.099,1.681,nan
6124000,4.098,1.703,nan
6126000,4.097,1.724,nan
6128000,4.095,1.745,nan
6130000,4.094,1.767,nan
6132000,4.093,1.788,nan
6134000,4.091,1.809,nan
6136000,4.090,1.831,nan
6138000,4.089,1.852,nan
6140000,4.088,1.873,nan
6142000,4.086,1.895,nan
6144000,4.085,1.916,nan
6146000,4.084,1.937,nan
6148000,4.082,1.959,nan
6150000,4.081,1.980,nan
6152000,4.081,1.980,nan
6154000,4.081,1.980,nan
6156000,4.081,1.980,nan
6158000,4.081,1.980,nan
6160000,4.081,1.980,nan
6162000,4.081,1.980,nan
6164000,4.081,1.980,nan
6166000,4.081,1.980,nan
6168000,4.081,1.980,nan
6170000,4.081,1.980,nan
6172000,4.081,1.980,nan
6174000,4.081,1.980,nan
6176000,4.081,1.980,nan
6178000,4.081,1.980,nan
6180000,4.081,1.980,nan
6182000,4.081,1.980,nan
6184000,4.081,1.980,nan
6186000,4.081,1.980,nan
6188000,4.081,1.980,nan
6190000,4.081,1.980,nan
6192000,4.081,1.980,nan
6194000,4.081,1.980,nan
6196000,4.081,1.980,nan
6198000,4.081,1.980,nan
6200000,4.081,1.980,nan
6202000,4.081,1.980,nan
6204000,4.081,1.980,nan
6206000,4.081,1.980,nan
6208000,4.081,1.980,nan
6210000,4.081,1.980,nan
6212000,4.081,1.980,nan
6214000,4.081,1.980,nan
6216000,4.081,1.980,nan
6218000,4.081,1.980,nan
6220000,4.081,1.980,nan
6222000,4.081,1.980,nan
6224000,4.081,1.980,nan
6226000,4.081,1.980,nan
6228000,4.081,1.980,nan
6230000,4.081,1.980,nan
6232000,4.081,1.980,nan
6234000,4.081,1.980,nan
6236000,4.081,1.980,nan
6238000,4.081,1.980,nan
6240000,4.081,1.980,nan
6242000,4.081,1.980,nan
6244000,4.081,1.980,nan
6246000,4.081,1.980,nan
6248000,4.081,1.980,nan
6250000,4.081,1.980,nan
6252000,4.081,1.980,nan
6254000,4.081,1.980,nan
6256000,4.081,1.980,nan
6258000,4.081,1.980,nan
6260000,4.081,1.980,nan
6262000,4.081,1.980,nan
6264000,4.081,1.980,nan
6266000,4.081,1.980,nan
6268000,4.081,1.980,nan
6270000,4.081,1.980,nan
6272000,4.081,1.980,nan
6274000,4.081,1.980,nan
6276000,4.081,1.980,nan
6278000,4.081,1.980,nan
6280000,4.081,1.980,nan
6282000,4.081,1.980,nan
6284000,4.081,1.980,nan
6286000,4.081,1.980,nan
6288000,4.081,1.980,nan
6290000,4.081,1.980,nan
6292000,4.081,1.980,nan
6294000,4.081,1.980,nan
6296000,4.081,1.980,nan
6298000,4.081,1.980,nan
6300000,4.081,1.980,nan
6302000,4.081,1.980,nan
6304000,4.081,1.980,nan
6306000,4.081,1.980,nan
6308000,4.081,1.980,nan
6310000,4.081,1.980,nan
6312000,4.081,1.980,nan
6314000,4.081,1.980,nan
6316000,4.081,1.980,nan
6318000,4.081,1.980,nan
6320000,4.081,1.980,nan
6322000,4.081,1.980,nan
6324000,4.081,1.980,nan
6326000,4.081,1.980,nan
6328000,4.081,1.980,nan
6330000,4.081,1.980,nan
6332000,4.081,1.980,nan
6334000,4.081,1.980,nan
6336000,4.081,1.980,nan
6338000,4.081,1.980,nan
6340000,4.081,1.980,nan
6342000,4.081,1.980,nan
6344000,4.081,1.980,nan
6346000,4.081,1.980,nan
6348000,4.081,1.980,nan
6350000,4.081,1.980,nan
6352000,4.081,1.980,nan
6354000,4.081,1.980,nan
6356000,4.081,1.980,nan
6358000,4.081,1.980,nan
6360000,4.081,1.980,nan
6362000,4.081,1.980,nan
6364000,4.081,1.980,nan
6366000,4.081,1.980,nan
6368000,4.081,1.980,nan
6370000,4.081,1.980,nan
6372000,4.081,1.980,nan
6374000,4.081,1.980,nan
6376000,4.081,1.980,nan
6378000,4.081,1.980,nan
6380000,4.081,1.980,nan
6382000,4.081,1.980,nan
6384000,4.081,1.980,nan
6386000,4.081,1.980,nan
6388000,4.081,1.980,nan
6390000,4.081,1.980,nan
6392000,4.081,1.980,nan
6394000,4.081,1.980,nan
6396000,4.081,1.980,nan
6398000,4.081,1.980,nan
6400000,4.081,1.980,nan
6402000,4.081,1.980,nan
6404000,4.081,1.980,nan
6406000,4.081,1.980,nan
6408000,4.081,1.980,nan
6410000,4.081,1.980,nan
6412000,4.081,1.980,nan
6414000,4.081,1.980,nan
6416000,4.081,1.980,nan
6418000,4.081,1.980,nan
6420000,4.081,1.980,nan
6422000,4.081,1.980,nan
6424000,4.081,1.980,nan
6426000,4.081,1.980,nan
6428000,4.081,1.980,nan
6430000,4.081,1.980,nan
6432000,4.081,1.980,nan
6434000,4.081,1.980,nan
6436000,4.081,1.980,nan
6438000,4.081,1.980,nan
6440000,4.081,1.980,nan
6442000,4.081,1.980,nan
6444000,4.081,1.980,nan
6446000,4.081,1.980,nan
6448000,4.081,1.980,nan
6450000,4.081,1.980,nan
6452000,4.081,1.980,nan
6454000,4.081,1.980,nan
6456000,4.081,1.980,nan
6458000,4.081,1.980,nan
6460000,4.081,1.980,nan
6462000,4.081,1.980,nan
6464000,4.081,1.980,nan
6466000,4.081,1.980,nan
6468000,4.081,1.980,nan
6470000,4.081,1.980,nan
6472000,4.081,1.980,nan
6474000,4.081,1.980,nan
6476000,4.081,1.980,nan
6478000,4.081,1.980,nan
6480000,4.081,1.980,nan
6482000,4.081,1.980,nan
6484000,4.081,1.980,nan
6486000,4.081,1.980,nan
6488000,4.081,1.980,nan
6490000,4.081,1.980,nan
6492000,4.081,1.980,nan
6494000,4.081,1.980,nan
6496000,4.081,1.980,nan
6498000,4.081,1.980,nan
6500000,4.081,1.980,nan
6502000,4.081,1.980,nan
6504000,4.081,1.980,nan
6506000,4.081,1.980,nan
6508000,4.081,1.980,nan
6510000,4.081,1.980,nan
6512000,4.081,1.980,nan
6514000,4.081,1.980,nan
6516000,4.081,1.980,nan
6518000,4.081,1.980,nan
6520000,4.081,1.980,nan
6522000,4.081,1.980,nan
6524000,4.081,1.980,nan
6526000,4.081,1.980,nan
6528000,4.081,1.980,nan
6530000,4.081,1.980,nan
6532000,4.081,1.980,nan
6534000,4.081,1.980,nan
6536000,4.081,1.980,nan
6538000,4.081,1.980,nan
6540000,4.081,1.980,nan
6542000,4.081,1.980,nan
6544000,4.081,1.980,nan
6546000,4.081,1.980,nan
6548000,4.081,1.980,nan
6550000,4.081,1.980,nan
6552000,4.081,1.980,nan
6554000,4.081,1.980,nan
6556000,4.081,1.980,nan
6558000,4.081,1.980,nan
6560000,4.081,1.980,nan
6562000,4.081,1.980,nan
6564000,4.081,1.980,nan
6566000,4.081,1.980,nan
6568000,4.081,1.980,nan
6570000,4.081,1.980,nan
6572000,4.081,1.980,nan
6574000,4.081,1.980,nan
6576000,4.081,1.980,nan
6578000,4.081,1.980,nan
6580000,4.081,1.980,nan
6582000,4.081,1.980,nan
6584000,4.081,1.980,nan
6586000,4.081,1.980,nan
6588000,4.081,1.980,nan
6590000,4.081,1.980,nan
6592000,4.081,1.980,nan
6594000,4.081,1.980,nan
6596000,4.081,1.980,nan
6598000,4.081,1.980,nan
6600000,4.081,1.980,nan
6602000,4.081,1.980,nan
6604000,4.081,1.980,nan
6606000,4.081,1.980,nan
6608000,4.081,1.980,nan
6610000,4.081,1.980,nan
6612000,4.081,1.980,nan
6614000,4.081,1.980,nan
6616000,4.081,1.980,nan
6618000,4.081,1.980,nan
6620000,4.081,1.980,nan
6622000,4.081,1.980,nan
6624000,4.081,1.980,nan
6626000,4.081,1.980,nan
6628000,4.081,1.980,nan
6630000,4.081,1.980,nan
6632000,4.081,1.980,nan
6634000,4.081,1.980,nan
6636000,4.081,1.980,nan
6638000,4.081,1.980,nan
6640000,4.081,1.980,nan
6642000,4.081,1.980,nan
6644000,4.081,1.980,nan
6646000,4.081,1.980,nan
6648000,4.081,1.980,nan
6650000,4.081,1.980,nan
6652000,4.081,1.980,nan
6654000,4.081,1.980,nan
6656000,4.081,1.980,nan
6658000,4.081,1.980,nan
6660000,4.081,1.980,nan
6662000,4.081,1.980,nan
6664000,4.081,1.980,nan
6666000,4.081,1.980,nan
6668000,4.081,1.980,nan
6670000,4.081,1.980,nan
6672000,4.081,1.980,nan
6674000,4.081,1.980,nan
6676000,4.081,1.980,nan
6678000,4.081,1.980,nan
6680000,4.081,1.980,nan
6682000,4.081,1.980,nan
6684000,4.081,1.980,nan
6686000,4.081,1.980,nan
6688000,4.081,1.980,nan
6690000,4.081,1.980,nan
6692000,4.081,1.980,nan
6694000,4.081,1.980,nan
6696000,4.081,1.980,nan
6698000,4.081,1.980,nan
6700000,4.081,1.980,nan
6702000,4.081,1.980,nan
6704000,4.081,1.980,nan
6706000,4.081,1.980,nan
6708000,4.081,1.980,nan
6710000,4.081,1.980,nan
6712000,4.081,1.980,nan
6714000,4.081,1.980,nan
6716000,4.081,1.980,nan
6718000,4.081,1.980,nan
6720000,4.081,1.980,nan
6722000,4.081,1.980,nan
6724000,4.081,1.980,nan
6726000,4.081,1.980,nan
6728000,4.081,1.980,nan
6730000,4.081,1.980,nan
6732000,4.081,1.980,nan
6734000,4.081,1.980,nan
6736000,4.081,1.980,nan
6738000,4.081,1.980,nan
6740000,4.081,1.980,nan
6742000,4.081,1.980,nan
6744000,4.081,1.980,nan
6746000,4.081,1.980,nan
6748000,4.081,1.980,nan
6750000,4.081,1.980,nan
6752000,4.081,1.980,nan
6754000,4.081,1.980,nan
6756000,4.081,1.980,nan
6758000,4.081,1.980,nan
6760000,4.081,1.980,nan
6762000,4.081,1.980,nan
6764000,4.081,1.980,nan
6766000,4.081,1.980,nan
6768000,4.081,1.980,nan
6770000,4.081,1.980,nan
6772000,4.081,1.980,nan
6774000,4.081,1.980,nan
6776000,4.081,1.980,nan
6778000,4.081,1.980,nan
6780000,4.081,1.980,nan
6782000,4.081,1.980,nan
6784000,4.081,1.980,nan
6786000,4.081,1.980,nan
6788000,4.081,1.980,nan
6790000,4.081,1.980,nan
6792000,4.081,1.980,nan
6794000,4.081,1.980,nan
6796000,4.081,1.980,nan
6798000,4.081,1.980,nan
6800000,4.081,1.980,nan
6802000,4.081,1.980,nan
6804000,4.081,1.980,nan
6806000,4.081,1.980,nan
6808000,4.081,1.980,nan
6810000,4.081,1.980,nan
6812000,4.081,1.980,nan
6814000,4.081,1.980,nan
6816000,4.081,1.980,nan
6818000,4.081,1.980,nan
6820000,4.081,1.980,nan
6822000,4.081,1.980,nan
6824000,4.081,1.980,nan
6826000,4.081,1.980,nan
6828000,4.081,1.980,nan
6830000,4.081,1.980,nan
6832000,4.081,1.980,nan
6834000,4.081,1.980,nan
6836000,4.081,1.980,nan
6838000,4.081,1.980,nan
6840000,4.081,1.980,nan
6842000,4.081,1.980,nan
6844000,4.081,1.980,nan
6846000,4.081,1.980,nan
6848000,4.081,1.980,nan
6850000,4.081,1.980,nan
6852000,4.081,1.980,nan
6854000,4.081,1.980,nan
6856000,4.081,1.980,nan
6858000,4.081,1.980,nan
6860000,4.081,1.980,nan
6862000,4.081,1.980,nan
6864000,4.081,1.980,nan
6866000,4.081,1.980,nan
6868000,4.081,1.980,nan
6870000,4.081,1.980,nan
6872000,4.081,1.980,nan
6874000,4.081,1.980,nan
6876000,4.081,1.980,nan
6878000,4.081,1.980,nan
6880000,4.081,1.980,nan
6882000,4.081,1.980,nan
6884000,4.081,1.980,nan
6886000,4.081,1.980,nan
6888000,4.081,1.980,nan
6890000,4.081,1.980,nan
6892000,4.081,1.980,nan
6894000,4.081,1.980,nan
6896000,4.081,1.980,nan
6898000,4.081,1.980,nan
6900000,4.081,1.980,nan
6902000,4.081,1.980,nan
6904000,4.081,1.980,nan
6906000,4.081,1.980,nan
6908000,4.081,1.980,nan
6910000,4.081,1.980,nan
6912000,4.081,1.980,nan
6914000,4.081,1.980,nan
6916000,4.081,1.980,nan
6918000,4.081,1.980,nan
6920000,4.081,1.980,nan
6922000,4.081,1.980,nan
6924000,4.081,1.980,nan
6926000,4.081,1.980,nan
6928000,4.081,1.980,nan
6930000,4.081,1.980,nan
6932000,4.081,1.980,nan
6934000,4.081,1.980,nan
6936000,4.081,1.980,nan
6938000,4.081,1.980,nan
6940000,4.081,1.980,nan
6942000,4.081,1.980,nan
6944000,4.081,1.980,nan
6946000,4.081,1.980,nan
6948000,4.081,1.980,nan
6950000,4.081,1.980,nan
6952000,4.081,1.980,nan
6954000,4.081,1.980,nan
6956000,4.081,1.980,nan
6958000,4.081,1.980,nan
6960000,4.081,1.980,nan
6962000,4.081,1.980,nan
6964000,4.081,1.980,nan
6966000,4.081,1.980,nan
6968000,4.081,1.980,nan
6970000,4.081,1.980,nan
6972000,4.081,1.980,nan
6974000,4.081,1.980,nan
6976000,4.081,1.980,nan
6978000,4.081,1.980,nan
6980000,4.081,1.980,nan
6982000,4.081,1.980,nan
6984000,4.081,1.980,nan
6986000,4.081,1.980,nan
6988000,4.081,1.980,nan
6990000,4.081,1.980,nan
6992000,4.081,1.980,nan
6994000,4.081,1.980,nan
6996000,4.081,1.980,nan
6998000,4.081,1.980,nan
7000000,4.081,1.980,nan
7002000,4.081,1.980,nan
7004000,4.081,1.980,nan
7006000,4.081,1.980,nan
7008000,4.081,1.980,nan
7010000,4.081,1.980,nan
7012000,4.081,1.980,nan
7014000,4.081,1.980,nan
7016000,4.081,1.980,nan
7018000,4.081,1.980,nan
7020000,4.081,1.980,nan
7022000,4.081,1.980,nan
7024000,4.081,1.980,nan
7026000,4.081,1.980,nan
7028000,4.081,1.980,nan
7030000,4.081,1.980,nan
7032000,4.081,1.980,nan
7034000,4.081,1.980,nan
7036000,4.081,1.980,nan
7038000,4.081,1.980,nan
7040000,4.081,1.980,nan
7042000,4.081,1.980,nan
7044000,4.081,1.980,nan
7046000,4.081,1.980,nan
7048000,4.081,1.980,nan
7050000,4.081,1.980,nan
7052000,4.081,1.980,nan
7054000,4.081,1.980,nan
7056000,4.081,1.980,nan
7058000,4.081,1.980,nan
7060000,4.081,1.980,nan
7062000,4.081,1.980,nan
7064000,4.081,1.980,nan
7066000,4.081,1.980,nan
7068000,4.081,1.980,nan
7070000,4.081,1.980,nan
7072000,4.081,1.980,nan
7074000,4.081,1.980,nan
7076000,4.081,1.980,nan
7078000,4.081,1.980,nan
7080000,4.081,1.980,nan
7082000,4.081,1.980,nan
7084000,4.081,1.980,nan
7086000,4.081,1.980,nan
7088000,4.081,1.980,nan
7090000,4.081,1.980,nan
7092000,4.081,1.980,nan
7094000,4.081,1.980,nan
7096000,4.081,1.980,nan
7098000,4.081,1.980,nan
7100000,4.081,1.980,nan
7102000,4.081,1.980,nan
7104000,4.081,1.980,nan
7106000,4.081,1.980,nan
7108000,4.081,1.980,nan
7110000,4.081,1.980,nan
7112000,4.081,1.980,nan
7114000,4.081,1.980,nan
7116000,4.081,1.980,nan
7118000,4.081,1.980,nan
7120000,4.081,1.980,nan
7122000,4.081,1.980,nan
7124000,4.081,1.980,nan
7126000,4.081,1.980,nan
7128000,4.081,1.980,nan
7130000,4.081,1.980,nan
7132000,4.081,1.980,nan
7134000,4.081,1.980,nan
7136000,4.081,1.980,nan
7138000,4.081,1.980,nan
7140000,4.081,1.980,nan
7142000,4.081,1.980,nan
7144000,4.081,1.980,nan
7146000,4.081,1.980,nan
7148000,4.081,1.980,nan
7150000,4.081,1.980,nan
7152000,4.081,1.980,nan
7154000,4.081,1.980,nan
7156000,4.081,1.980,nan
7158000,4.081,1.980,nan
7160000,4.081,1.980,nan
7162000,4.081,1.980,nan
7164000,4.081,1.980,nan
7166000,4.081,1.980,nan
7168000,4.081,1.980,nan
7170000,4.081,1.980,nan
7172000,4.081,1.980,nan
7174000,4.081,1.980,nan
7176000,4.081,1.980,nan
7178000,4.081,1.980,nan
7180000,4.081,1.980,nan
7182000,4.081,1.980,nan
7184000,4.081,1.980,nan
7186000,4.081,1.980,nan
7188000,4.081,1.980,nan
7190000,4.081,1.980,nan
7192000,4.081,1.980,nan
7194000,4.081,1.980,nan
7196000,4.081,1.980,nan
7198000,4.081,1.980,nan
7200000,4.081,1.980,nan
7202000,4.081,1.980,nan
7204000,4.081,1.980,nan
7206000,4.081,1.980,nan
7208000,4.081,1.980,nan
7210000,4.081,1.980,nan
7212000,4.081,1.980,nan
7214000,4.081,1.980,nan
7216000,4.081,1.980,nan
7218000,4.081,1.980,nan
7220000,4.081,1.980,nan
7222000,4.081,1.980,nan
7224000,4.081,1.980,nan
7226000,4.081,1.980,nan
7228000,4.081,1.980,nan
7230000,4.081,1.980,nan
7232000,4.081,1.980,nan
7234000,4.081,1.980,nan
7236000,4.081,1.980,nan
7238000,4.081,1.980,nan
7240000,4.081,1.980,nan
7242000,4.081,1.980,nan
7244000,4.081,1.980,nan
7246000,4.081,1.980,nan
7248000,4.081,1.980,nan
7250000,4.081,1.980,nan
7252000,4.081,1.980,nan
7254000,4.081,1.980,nan
7256000,4.081,1.980,nan
7258000,4.081,1.980,nan
7260000,4.081,1.980,nan
7262000,4.081,1.980,nan
7264000,4.081,1.980,nan
7266000,4.081,1.980,nan
7268000,4.081,1.980,nan
7270000,4.081,1.980,nan
7272000,4.081,1.980,nan
7274000,4.081,1.980,nan
7276000,4.081,1.980,nan
7278000,4.081,1.980,nan
7280000,4.081,1.980,nan
7282000,4.081,1.980,nan
7284000,4.081,1.980,nan
7286000,4.081,1.980,nan
7288000,4.081,1.980,nan
7290000,4.081,1.980,nan
7292000,4.081,1.980,nan
7294000,4.081,1.980,nan
7296000,4.081,1.980,nan
7298000,4.081,1.980,nan
7300000,4.081,1.980,nan
7302000,4.081,1.980,nan
7304000,4.081,1.980,nan
7306000,4.081,1.980,nan
7308000,4.081,1.980,nan
7310000,4.081,1.980,nan
7312000,4.081,1.980,nan
7314000,4.081,1.980,nan
7316000,4.081,1.980,nan
7318000,4.081,1.980,nan
7320000,4.081,1.980,nan
7322000,4.081,1.980,nan
7324000,4.081,1.980,nan
7326000,4.081,1.980,nan
7328000,4.081,1.980,nan
7330000,4.081,1.980,nan
7332000,4.081,1.980,nan
7334000,4.081,1.980,nan
7336000,4.081,1.980,nan
7338000,4.081,1.980,nan
7340000,4.081,1.980,nan
7342000,4.081,1.980,nan
7344000,4.081,1.980,nan
7346000,4.081,1.980,nan
7348000,4.081,1.980,nan
7350000,4.081,1.980,nan
7352000,4.081,1.980,nan
7354000,4.081,1.980,nan
7356000,4.081,1.980,nan
7358000,4.081,1.980,nan
7360000,4.081,1.980,nan
7362000,4.081,1.980,nan
7364000,4.081,1.980,nan
7366000,4.081,1.980,nan
7368000,4.081,1.980,nan
7370000,4.081,1.980,nan
7372000,4.081,1.980,nan
7374000,4.081,1.980,nan
7376000,4.081,1.980,nan
7378000,4.081,1.980,nan
7380000,4.081,1.980,nan
7382000,4.081,1.980,nan
7384000,4.081,1.980,nan
7386000,4.081,1.980,nan
7388000,4.081,1.980,nan
7390000,4.081,1.980,nan
7392000,4.081,1.980,nan
7394000,4.081,1.980,nan
7396000,4.081,1.980,nan
7398000,4.081,1.980,nan
7400000,4.081,1.980,nan
7402000,4.081,1.980,nan
7404000,4.081,1.980,nan
7406000,4.081,1.980,nan
7408000,4.081,1.980,nan
7410000,4.081,1.980,nan
7412000,4.081,1.980,nan
7414000,4.081,1.980,nan
7416000,4.081,1.980,nan
7418000,4.081,1.980,nan
7420000,4.081,1.980,nan
7422000,4.081,1.980,nan
7424000,4.081,1.980,nan
7426000,4.081,1.980,nan
7428000,4.081,1.980,nan
7430000,4.081,1.980,nan
7432000,4.081,1.980,nan
7434000,4.081,1.980,nan
7436000,4.081,1.980,nan
7438000,4.081,1.980,nan
7440000,4.081,1.980,nan
7442000,4.081,1.980,nan
7444000,4.081,1.980,nan
7446000,4.081,1.980,nan
7448000,4.081,1.980,nan
7450000,4.081,1.980,nan
7452000,4.081,1.980,nan
7454000,4.081,1.980,nan
7456000,4.081,1.980,nan
7458000,4.081,1.980,nan
7460000,4.081,1.980,nan
7462000,4.081,1.980,nan
7464000,4.081,1.980,nan
7466000,4.081,1.980,nan
7468000,4.081,1.980,nan
7470000,4.081,1.980,nan
7472000,4.081,1.980,nan
7474000,4.081,1.980,nan
7476000,4.081,1.980,nan
7478000,4.081,1.980,nan
7480000,4.081,1.980,nan
7482000,4.081,1.980,nan
7484000,4.081,1.980,nan
7486000,4.081,1.980,nan
7488000,4.081,1.980,nan
7490000,4.081,1.980,nan
7492000,4.081,1.980,nan
7494000,4.081,1.980,nan
7496000,4.081,1.980,nan
7498000,4.081,1.980,nan
7500000,4.081,1.980,nan
7502000,4.081,1.980,nan
7504000,4.081,1.980,nan
7506000,4.081,1.980,nan
7508000,4.081,1.980,nan
7510000,4.081,1.980,nan
